time_s,t_up,t_down,t_heater,delta_t,delta_t_corr,heater_duty
1668.744,31.244,31.524,34.194,0.2805,-0.0365,255
1669.045,31.244,31.548,34.34,0.304,-0.0131,255
1669.346,31.384,31.524,34.243,0.1404,-0.1767,255
1669.647,31.337,31.431,34.291,0.0935,-0.2235,255
1669.948,31.244,31.571,34.243,0.3274,0.0103,255
1670.249,31.127,31.431,34.243,0.3035,-0.0135,255
1670.55,31.29,31.524,34.194,0.2339,-0.0832,255
1670.851,31.267,31.524,34.073,0.2572,-0.0598,255
1671.153,31.337,31.384,34.291,0.0468,-0.2703,255
1671.454,31.314,31.431,34.34,0.1169,-0.2002,255
1671.755,31.15,31.524,34.291,0.3739,0.0568,255
1672.056,31.22,31.384,34.34,0.1635,-0.1536,255
1672.357,31.337,31.431,34.243,0.0935,-0.2235,255
1672.659,31.337,31.524,34.243,0.1872,-0.1299,255
1672.96,31.337,31.431,34.218,0.0935,-0.2235,255
1673.261,31.29,31.618,34.389,0.3276,0.0105,255
1673.562,31.337,31.618,34.291,0.2809,-0.0362,255
1673.863,31.314,31.665,34.364,0.3511,0.0341,255
1674.164,31.524,31.665,34.389,0.1406,-0.1764,255
1674.465,31.407,31.618,34.389,0.2108,-0.1063,255
1674.766,31.384,31.571,34.291,0.1873,-0.1298,255
1675.067,31.29,31.571,34.291,0.2807,-0.0363,255
1675.368,31.407,31.688,34.364,0.2811,-0.0359,255
1675.669,31.454,31.618,34.34,0.164,-0.1531,255
1675.97,31.407,31.618,34.389,0.2108,-0.1063,255
1676.272,31.407,31.571,34.34,0.1639,-0.1532,255
1676.573,31.197,31.618,34.194,0.421,0.1039,255
1676.874,31.384,31.524,34.291,0.1404,-0.1767,255
1677.176,31.384,31.571,34.194,0.1873,-0.1298,255
1677.477,31.407,31.594,34.389,0.1873,-0.1297,255
1677.778,31.407,31.618,34.437,0.2108,-0.1063,255
1678.079,31.36,31.594,34.389,0.2341,-0.083,255
1678.38,31.337,31.665,34.389,0.3278,0.0107,255
1678.681,31.407,31.618,34.34,0.2108,-0.1063,255
1678.982,31.431,31.665,34.389,0.2343,-0.0828,255
1679.283,31.337,31.594,34.34,0.2574,-0.0596,255
1679.584,31.337,31.548,34.34,0.2106,-0.1065,255
1679.885,31.337,31.641,34.291,0.3044,-0.0127,255
1680.186,31.384,31.594,34.267,0.2107,-0.1064,255
1680.487,31.524,31.618,34.389,0.0937,-0.2233,255
1680.788,31.431,31.665,34.437,0.2343,-0.0828,255
1681.089,31.36,31.641,34.437,0.281,-0.0361,255
1681.39,31.36,31.618,34.34,0.2575,-0.0596,255
1681.692,31.337,31.688,34.364,0.3513,0.0342,255
1681.993,31.431,31.641,34.291,0.2108,-0.1062,255
1682.294,31.524,31.665,34.34,0.1406,-0.1764,255
1682.596,31.36,31.665,34.291,0.3044,-0.0127,255
1682.898,31.29,31.454,34.267,0.1636,-0.1534,255
1683.199,31.337,31.665,34.34,0.3278,0.0107,255
1683.5,31.384,31.618,34.243,0.2341,-0.0829,255
1683.801,31.524,31.618,34.437,0.0937,-0.2233,255
1684.102,31.384,31.571,34.34,0.1873,-0.1298,255
1684.403,31.29,31.594,34.34,0.3042,-0.0129,255
1684.704,31.29,31.571,34.267,0.2807,-0.0363,255
1685.005,31.431,31.618,34.291,0.1873,-0.1297,255
1685.306,31.431,31.594,34.291,0.1639,-0.1532,255
